district_id,subcounty_id,parish_id,year,subcounty,parish,school_name,ownership,divi_male,divi_female,divi_total,divii_male,divii_female,divii_total,diviii_male,diviii_female,diviii_total,diviv_male,diviv_female,diviv_total,divu_male,divu_female,divu_total,divx_male,divx_female,divx_total,total
d102,s106,p134,2020,Nazigo,Nsiima,Nazigo RC Primary School,Government,1,0,1,50,32,82,16,16,32,10,8,18,1,3,4,0,0,0,137
d102,s106,p134,2020,Nazigo,Nsiima,Nsiima COU Primary School,Government,0,0,0,2,1,3,4,2,6,2,2,4,8,6,14,1,1,2,29
d102,s106,p136,2020,Nazigo,Nateeta,St. Anthony Junior School Nazigo,Private,0,0,0,6,5,11,10,6,16,5,3,8,4,6,10,0,0,0,45
d102,s106,p136,2020,Nazigo,Nateeta,Wabirongo CU Primary School, Government,1,1,2,9,7,16,5,4,9,1,1,2,3,2,5,0,1,1,35
d102,s102,p109,2019,Bbaale,Bbaale,Bbaale CU  Primary School,Government,2,1,3,10,28,38,11,14,25,10,10,20,1,1,2,1,0,1,89
d102,s102,p111,2019,Bbaale,Kavule,Gayaza  CU  Primary School,Government,0,0,0,12,11,23,10,7,17,6,6,12,4,3,7,2,0,2,61
d102,s102,p110,2019,Bbaale,Misanga,Misanga COU Primary School,Government,0,0,0,0,1,1,1,0,1,2,0,2,5,7,12,1,1,2,18
d102,s102,p112,2019,Bbaale,Mugongo,Mugongo Primary School,Government,0,0,0,0,1,1,0,2,2,5,4,9,5,5,10,0,1,1,23
d102,s102,p111,2019,Bbaale,Kavule,Namataala Primary School,Government,0,0,0,5,5,10,6,6,12,10,7,17,10,4,14,1,1,2,55
d102,s110,p158,2019,Busaana tc,Kasana ward,Busaana  Parents Primary School,Private,5,6,11,15,24,39,1,2,3,0,0,0,0,0,0,0,0,0,53
d102,s105,p115,2019,Busaana,Kasana,Bugaddu CU Primary School,Government,2,3,5,20,28,48,11,9,20,7,5,12,10,7,17,1,1,2,104
d102,s105,p118,2019,Busaana,Kiwangula,St. Josephs Buyungirizi RC Primary School,Government,0,0,0,1,2,3,5,2,7,2,0,2,0,1,1,1,1,2,15
d102,s105,p115,2019,Busaana,Kasana,Busaana CU Primary School,Government,3,1,4,20,33,53,12,14,26,20,14,34,6,6,12,1,1,2,131
d102,s105,p115,2019,Busaana,Kasana,Busaana RC Primary School,Government,0,0,0,5,0,5,7,5,12,5,4,9,3,6,9,0,0,0,35
d102,s110,p158,2019,Busaana tc,Kasana ward,Noble Hill Primary School,Private,0,0,0,15,18,33,10,16,26,5,4,9,6,6,12,0,0,0,80
d102,s105,p115,2019,Busaana,Kasana,Kasana Church Of Uganda Primary School,Government,5,2,7,2,2,4,3,2,5,4,6,10,7,8,15,0,0,0,41
d102,s105,p115,2019,Busaana,Kasana,Kasana RC Primary School,Government,4,3,7,26,20,46,9,9,18,6,4,10,7,8,15,1,1,2,98
d102,s105,p121,2019,Busaana,Lusenke,Kibuzi Church Of Uganda Primary School,Government,0,0,0,3,3,6,10,8,18,5,4,9,2,1,3,0,0,0,36
d102,s105,p121,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,0,0,0,1,0,1,2,1,3,2,3,5,5,4,9,0,0,0,18
d102,s105,p122,2019,Busaana,Nampanyi,Kireku COU Primary School,Government,1,0,1,20,19,39,5,3,8,1,1,2,2,0,2,0,0,0,52
d102,s105,p118,2019,Busaana,Kiwangula,Kiwangula COU Primary School,Government,0,0,0,2,5,7,7,8,15,1,2,3,3,1,4,2,0,2,31
d102,s105,p118,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,0,0,0,6,4,10,8,6,14,2,1,3,1,0,1,0,0,0,28
d102,s105,p117,2019,Busaana,Namukuma,Kyayaye RC Primary School,Government,0,0,0,3,3,6,5,6,11,6,5,11,4,5,9,1,0,1,38
d102,s105,p121,2019,Busaana,Lusenke,Kyengera CU Primary School,Government,1,1,2,1,3,4,6,4,10,4,4,8,5,3,8,1,0,1,33
d102,s105,p116,2019,Busaana,Nabuganyi,Nabuganyi COU Primary School,Government,0,0,0,14,16,30,6,6,12,2,0,2,2,0,2,0,0,0,46
d102,s105,p116,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,0,0,0,8,10,18,2,1,3,3,0,3,0,0,0,1,0,1,25
d102,s105,p122,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,0,0,0,4,5,9,6,5,11,4,5,9,3,3,6,2,0,2,37
d102,s105,p118,2019,Busaana,Kiwangula,Nakatovu COU Primary School,Government,4,1,5,20,24,44,2,6,8,2,2,4,1,1,2,0,0,0,63
d102,s105,p119,2019,Busaana,Namirembe,Namirembe COU Primary School,Government,0,0,0,0,1,1,7,4,11,5,5,10,5,1,6,3,0,3,31
d102,s105,p120,2019,Busaana,Namusaala,Namusaala COU Primary School,Government,1,0,1,25,36,61,17,18,35,17,13,30,17,9,26,4,2,6,159
d102,s105,p120,2019,Busaana,Namusaala,Namutya COU Primary School,Government,0,0,0,6,9,15,7,7,14,7,6,13,9,8,17,0,0,0,59
d102,s105,p117,2019,Busaana,Namukuma,Nangabo COU Primary School,Government,1,0,1,5,3,8,3,2,5,2,3,5,0,1,1,0,0,0,20
d102,s105,p121,2019,Busaana,Lusenke,St. Peter's Primary School Lusenke,Government,0,0,0,1,0,1,0,0,0,6,6,12,3,4,7,1,1,2,22
d102,s101,p123,2019,Galiraya,Galiraya,Galiraya  Primary School,Government,0,0,0,11,12,23,21,13,34,10,11,21,13,19,32,2,3,5,115
d102,s101,p125,2019,Galiraya,Kasokwe,Kasokwe CU Primary School,Government,4,2,6,13,8,21,10,7,17,6,10,16,13,9,22,2,2,4,86
d102,s101,p127,2019,Galiraya,Kirasa,Kirasa Primary School,Government,0,0,0,1,1,2,3,3,6,1,4,5,7,3,10,4,3,7,30
d102,s101,p126,2019,Galiraya,Namayunge,Nakatuli Primary School,Government,0,0,0,4,5,9,4,2,6,3,4,7,1,0,1,0,1,1,24
d102,s101,p124,2019,Galiraya,Namalere,Namalere Primary School,Government,1,1,2,11,21,32,7,7,14,2,1,3,0,0,0,0,0,0,51
d102,s101,p126,2019,Galiraya,Namayunge,Namayuge Primary School,Government,1,1,2,4,2,6,8,6,14,6,3,9,4,3,7,1,1,2,40
d102,s101,p128,2019,Galiraya,Ntimba,Ntimba  Primary School,Government,1,0,1,2,2,4,2,3,5,1,2,3,3,3,6,1,2,3,22
d102,s101,p123,2019,Galiraya,Galiraya,St. Kizito Kidibya Primary School,Government,0,0,0,1,1,2,9,6,15,1,1,2,6,2,8,2,2,4,31
d102,s112,p165,2019,Kangulumira tc,Kangulumira ward,Catherine Primary School,Private,1,0,1,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,15
d102,s107,p130,2019,Kangulumira,Kawomya,Bukeeka COU Primary School,Government,3,1,4,28,20,48,5,3,8,2,2,4,0,1,1,1,1,2,67
d102,s107,p131,2019,Kangulumira,Seeta-Nyiize,St. Marys Child Empowerment,Private,0,0,0,6,6,12,2,2,4,2,2,4,5,0,5,0,0,0,25
d102,s112,p167,2019,Kangulumira tc,Nakatundu ward,Kamuli UMEA Primary School,Government,10,3,13,60,26,86,24,15,39,21,21,42,9,10,19,3,2,5,204
d102,s112,p165,2019,Kangulumira tc,Kangulumira ward,Kangulumira CU Primary School,Government,11,6,17,11,18,29,5,4,9,3,0,3,1,0,1,0,0,0,59
d102,s112,p165,2019,Kangulumira tc,Kangulumira ward,Kangulumira Muslim Primary School,Government,2,1,3,38,20,58,13,14,27,13,5,18,12,8,20,0,0,0,126
d102,s112,p165,2019,Kangulumira tc,Kangulumira ward,Kangulumira RC Primary School,Government,7,7,14,31,25,56,5,5,10,3,0,3,0,0,0,4,0,4,87
d102,s112,p165,2019,Kangulumira tc,Kangulumira ward,Kasambya Moslem Primary School,Government,1,0,1,7,7,14,5,4,9,4,1,5,1,1,2,0,0,0,31
d102,s112,p166,2019,Kangulumira tc,Kigayaza ward,Kigayaza COU Primary School,Government,0,0,0,6,5,11,5,3,8,0,2,2,2,1,3,0,1,1,25
d102,s107,p131,2019,Kangulumira,Seeta-Nyiize,Fountain of Hope Primary School,Private,20,14,34,14,10,24,0,0,0,0,0,0,0,0,0,0,0,0,58
d102,s107,p129,2019,Kangulumira,Kikwanya,Kimooli UMEA Primary School,Government,2,1,3,20,21,41,11,11,22,10,7,17,6,4,10,1,1,2,95
d102,s107,p130,2019,Kangulumira,Kawomya,Kungu CU Primary School,Government,0,0,0,4,4,8,7,6,13,3,6,9,8,3,11,0,0,0,41
d102,s107,p130,2019,Kangulumira,Kawomya,Maligita Primary School,Government,0,0,0,0,3,3,8,5,13,7,4,11,15,7,22,0,0,0,49
d102,s107,p131,2019,Kangulumira,Seeta-Nyiize,Nakirubi COU Primary School,Government,0,0,0,5,4,9,6,6,12,4,9,13,20,20,40,2,1,3,77
d102,s112,p167,2019,Kangulumira tc,Nakatundu ward,Nongo COU Primary School Kangulumira,Government,0,0,0,0,1,1,2,0,2,0,2,2,4,4,8,1,1,2,15
d102,s107,p131,2019,Kangulumira,Seeta-Nyiize,Nyiize COU Primary School,Government,32,18,50,61,30,91,4,4,8,0,2,2,0,0,0,1,2,3,154
d102,s107,p131,2019,Kangulumira,Seeta-Nyiize,Nyiize RC Primary School,Government,0,0,0,6,5,11,3,2,5,1,2,3,0,0,0,0,0,0,19
d102,s112,p165,2019,Kangulumira tc,Kangulumira ward,New ABC Devine Foundation,Private,33,20,53,60,74,134,1,1,2,2,0,2,0,0,0,1,1,2,193
d102,s103,p151,2019,Kayonza,Kamusabi,Bugato RC Primary School,Government,0,0,0,4,6,10,7,4,11,1,0,1,6,4,10,0,0,0,32
d102,s103,p153,2019,Kayonza,Kitwe,Bugoma Primary School,Government,0,0,0,2,2,4,3,7,10,3,4,7,2,1,3,0,0,0,24
d102,s103,p157,2019,Kayonza,Namizo,Bujwaaya CU Primary School,Government,0,0,0,5,3,8,7,12,19,10,9,19,3,3,6,1,0,1,53
d102,s103,p149,2019,kayonza,Balisanga,Bwalala Primary School,Government,0,0,0,3,2,5,10,8,18,3,3,6,1,0,1,1,0,1,31
d102,s103,p151,2019,Kayonza,Kamusabi,Kamusabi Primary School,Government,0,1,1,2,1,3,2,2,4,4,2,6,10,6,16,0,0,0,30
d102,s103,p156,2019,Kayonza,Namaliri,Kawolokota COU Primary School,Government,0,0,0,7,4,11,9,8,17,3,2,5,4,7,11,1,0,1,45
d102,s103,p156,2019,Kayonza,Namaliri,Kawolokota RC Primary School,Government,0,0,0,11,8,19,8,11,19,5,3,8,5,5,10,1,0,1,57
d102,s103,p156,2019,Kayonza,Namaliri,Kayonza Primary School,Government,0,0,0,4,3,7,7,4,11,5,3,8,7,2,9,1,1,2,37
d102,s103,p155,2019,Kayonza,Nakyesanja,Kirimantoogo Primary School,Government,0,0,0,2,2,4,5,3,8,2,2,4,10,9,19,3,0,3,38
d102,s103,p153,2019,Kayonza,Kitwe,Kitwe RC Primary School,Government,0,0,0,9,5,14,11,8,19,20,12,32,4,8,12,3,0,3,80
d102,s103,p157,2019,Kayonza,Namizo,Kyebuye RC Primary School,Private,0,0,0,3,2,5,4,1,5,4,4,8,8,4,12,0,0,0,30
d102,s103,p156,2019,Kayonza,Namaliri,Lugasa Primary School,Private,0,0,0,9,7,16,3,3,6,1,0,1,2,1,3,0,0,0,26
d102,s103,p151,2019,Kayonza,Kamusabi,Lukonda Public Primary School,Government,0,0,0,0,1,1,1,1,2,2,2,4,10,7,17,3,2,5,29
d102,s103,p152,2019,Kayonza,Kanywero,Lwabyata Parents Primary School,Government,0,0,0,3,1,4,6,5,11,6,8,14,5,5,10,0,0,0,39
d102,s103,p154,2019,Kayonza,Nakyesa,Nakyessa Bright Primary School,Government,0,1,1,11,10,21,6,6,12,4,2,6,0,2,2,0,0,0,42
d102,s103,p154,2019,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,1,0,1,15,17,32,11,16,27,12,12,24,10,8,18,2,1,3,105
d102,s103,p154,2019,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,0,1,1,6,4,10,7,5,12,12,9,21,1,0,1,0,1,1,46
d102,s103,p154,2019,Kayonza,Nakyesa,Namatogonya COU  Primary School,Government,0,0,0,0,0,0,3,1,4,5,4,9,10,7,17,1,1,2,32
d102,s103,p157,2019,Kayonza,Namizo,Namavundu RC Primary School,Private,1,0,1,2,3,5,1,2,3,1,0,1,2,2,4,1,0,1,15
d102,s103,p157,2019,Kayonza,Namizo,Namiizo UMEA Primary School,Government,0,0,0,3,1,4,4,2,6,3,3,6,0,2,2,0,1,1,19
d102,s103,p150,2019,Kayonza,Kafumba,Nyondo RC Primary School, Government,0,0,0,3,2,5,4,2,6,1,3,4,5,3,8,2,1,3,26
d102,s103,p156,2019,Kayonza,Namaliri,St. Jude Kayonza RC Primary School,Government,0,0,0,0,1,1,0,0,0,2,3,5,4,7,11,1,0,1,18
d102,s103,p152,2019,Kayonza,Kanywero,Wabunyonyi COU Primary School ,Government,0,0,0,0,0,0,1,0,1,3,4,7,10,4,14,0,0,0,22
d102,s103,p152,2019,Kayonza,Kanywero,Wunga CU Primary School,Government,0,0,0,2,1,3,3,1,4,9,7,16,15,8,23,1,0,1,47
d102,s108,p102,2019,Kayunga ,Busaale,Ssekagya Islamic Primary School,Government,10,18,28,28,16,44,5,4,9,1,5,6,3,0,3,3,0,3,93
d102,s108,p103,2019,Kayunga,Bukolooto,Ssezibwa COU Primary School,Government,2,1,3,10,26,36,9,10,19,3,3,6,5,8,13,2,1,3,80
d102,s108,p107,2019,Kayunga,Bukujju,Bukujju UMEA Primary School,Government,0,0,0,1,1,2,2,0,2,2,3,5,2,2,4,1,1,2,15
d102,s108,p102,2019,Kayunga ,Busaale,Busaale COU Primary School,Government,1,0,1,6,6,12,0,0,0,1,1,2,0,0,0,0,0,0,15
d102,s108,p106,2019,Kayunga ,Nsotoka,Obadiah Sajjabi Community School,Private,1,0,1,22,27,49,10,12,22,5,7,12,13,14,27,2,0,2,113
d102,s108,p105,2019,Kayunga ,Buyobe,Buwungiro Primary School,Government,0,0,0,3,1,4,2,3,5,4,1,5,3,1,4,1,0,1,19
d102,s108,p103,2019,Kayunga,Bukolooto,Bwetyaba RC Primary School,Government,0,0,0,17,15,32,3,3,6,1,0,1,0,0,0,0,0,0,39
d102,s108,p105,2019,Kayunga ,Buyobe,Kanjuki COU Primary School,Government,0,0,0,10,6,16,4,4,8,10,4,14,0,0,0,1,0,1,39
d102,s108,p105,2019,Kayunga ,Buyobe,Kanjuki RC Primary School,Government,0,0,0,5,4,9,3,2,5,4,2,6,2,3,5,1,1,2,27
d102,s108,p105,2019,Kayunga ,Buyobe,Kanjuki UMEA Primary School,Government,0,0,0,14,14,28,16,10,26,3,1,4,0,0,0,0,0,0,58
d102,s108,p106,2019,Kayunga ,Nsotoka,Nsotoka Islamic Primary School,Private,0,0,0,5,6,11,8,10,18,4,2,6,3,1,4,0,0,0,39
d102,s108,p106,2019,Kayunga ,Nsotoka,Kiwooza COU Primary School,Government,0,0,0,3,2,5,2,3,5,7,2,9,3,2,5,2,2,4,28
d102,s108,p106,2019,Kayunga ,Nsotoka,Mataba Muslim Quran School,Private,0,1,1,11,13,24,7,9,16,3,4,7,1,1,2,0,0,0,50
d102,s108,p105,2019,Kayunga ,Buyobe,Kyanya COU Primary School,Government,0,0,0,10,3,13,13,13,26,5,2,7,4,0,4,3,0,3,53
d102,s108,p101,2019,Kayunga ,Bubajjwe,Mugema Primary School, Government,0,0,0,10,16,26,11,11,22,4,4,8,6,4,10,1,0,1,67
d102,s108,p104,2019,Kayunga ,Nakaseeta,Nakaziba COU Primary School, Government,0,0,0,0,0,0,2,1,3,3,2,5,4,2,6,1,0,1,15
d102,s108,p106,2019,Kayunga ,Nsotoka,Namulanda COU Primary School,Government,0,0,0,2,2,4,3,4,7,2,2,4,5,4,9,0,0,0,24
d102,s108,p106,2019,Kayunga ,Nsotoka,Namulanda RC Primary School,Government,0,0,0,3,4,7,6,2,8,2,0,2,0,4,4,0,0,0,21
d102,s108,p103,2019,Kayunga,Bukolooto,St. Anthony G. Junior School,Private,5,5,10,17,17,34,5,5,10,0,1,1,0,0,0,0,0,0,55
d102,s108,p103,2019,Kayunga,Bukolooto,Lion of Judah Primary School,Private,3,1,4,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,25
d102,s108,p103,2019,Kayunga,Bukolooto,Nawandagala RC Primary School,Government,0,0,0,3,3,6,4,4,8,1,1,2,1,2,3,0,1,1,20
d102,s109,p148,2019,Kayunga tc,Namagabi ward,Kayunga Girls Primary School,Government,6,3,9,10,14,24,0,2,2,0,0,0,0,0,0,0,0,0,35
d102,s109,p148,2019,Kayunga tc,Namagabi ward,Kayunga Mixed Primary School,Government,0,1,1,12,16,28,2,4,6,0,0,0,0,0,0,0,0,0,35
d102,s109,p148,2019,Kayunga tc,Namagabi ward,Namagabi Bishop Brown Primary School,Government,2,3,5,43,20,63,9,7,16,4,2,6,4,4,8,0,0,0,98
d102,s109,p148,2019,Kayunga tc,Namagabi ward,Namagabi UMEA Primary School,Government,1,1,2,24,22,46,9,10,19,6,3,9,4,2,6,0,0,0,82
d102,s109,p148,2019,Kayunga tc,Namagabi ward,Ndeeba COU Primary School,Government,3,0,3,20,17,37,6,4,10,2,2,4,0,1,1,2,0,2,57
d102,s109,p145,2019,Kayunga tc,Bukoloto ward,Aunty Vicky Primary School,Private,0,0,0,15,11,26,10,6,16,5,5,10,10,7,17,1,2,3,72
d102,s109,p146,2019,Kayunga tc,Ntenjeru ward,St. Regina Primary School ,Private,14,14,28,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,40
d102,s109,p147,2019,Kayunga tc,Central ward,Hope Primary School,Private,3,3,6,30,11,41,1,4,5,2,2,4,0,0,0,0,0,0,56
d102,s109,p145,2019,Kayunga tc,Bukoloto ward,Star Academy Primary School,Private,1,1,2,11,9,20,3,1,4,2,0,2,1,0,1,1,1,2,31
d102,s109,p148,2019,Kayunga tc,Namagabi ward,Gospel Valley Primary School,Private,10,14,24,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,32
d102,s109,p146,2019,Kayunga tc,Ntenjeru ward,Tente Primary School,Government,1,1,2,30,20,50,13,7,20,3,4,7,2,2,4,0,1,1,84
d102,s104,p144,2019,Kitimbwa,Nakivubo,Bisaka CU  Primary School,Government,0,1,0,10,8,18,1,0,1,2,1,3,0,0,0,0,0,0,22
d102,s104,p143,2019,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,0,0,0,15,6,21,3,6,9,4,9,13,6,6,12,0,0,0,55
d102,s104,p139,2019,Kitimbwa,Kitatya,Kitatya CU  Primary School,Government,1,1,1,13,12,25,11,9,20,6,10,16,9,8,17,1,1,2,81
d102,s104,p139,2019,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,0,0,0,12,8,20,10,3,13,2,1,3,2,3,5,0,4,4,45
d102,s113,p170,2019,Kitimbwa tc,Wabuyinja ward,Kitimbwa CU Primary School,Government,0,0,0,4,3,7,5,6,11,3,7,10,5,5,10,0,0,0,38
d102,s113,p170,2019,Kitimbwa tc,Wabuyinja ward,Kitimbwa Light SDA Primary School,Government,0,1,0,21,18,39,10,6,16,2,6,8,1,1,2,0,1,1,66
d102,s113,p170,2019,Kitimbwa tc,Wabuyinja ward,Kitimbwa RC Primary School ,Government,0,0,0,8,4,12,10,9,19,2,1,3,2,2,4,0,0,0,38
d102,s113,p170,2019,Kitimbwa tc,Wabuyinja ward,Kitimbwa UMEA Primary School,Government,0,0,0,3,1,4,4,2,6,2,1,3,3,3,6,0,1,1,20
d102,s104,p142,2019,Kitimbwa,Kyerima,Kyerima UMEA Primary School,Government,1,0,1,17,10,27,5,4,9,1,1,2,0,0,0,0,0,0,39
d102,s113,p170,2019,Kitimbwa tc,Wabuyinja ward,Kyetume High Primary School,Government,1,0,1,11,17,28,6,10,16,10,8,18,20,3,23,0,1,1,87
d102,s104,p142,2019,Kitimbwa,Kyerima,Nakaseeta COU Primary School,Government,0,0,0,1,0,1,0,0,0,3,1,4,5,3,8,1,1,2,15
d102,s104,p144,2019,Kitimbwa,Nakivubo,Nakivubo COU Primary School,Government,0,0,0,9,2,11,10,14,24,10,9,19,7,3,10,1,1,2,66
d102,s104,p144,2019,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,0,0,0,0,0,0,0,0,0,1,1,2,3,20,23,2,4,6,31
d102,s104,p142,2019,Kitimbwa,Kyerima,Namabbuga RC Primary School,Government,0,0,0,1,1,2,7,5,12,6,5,11,3,2,5,0,0,0,30
d102,s104,p140,2019,Kitimbwa,Namulaba,Namulaba COU Primary School, Government,0,0,0,1,1,2,4,2,6,2,1,3,7,5,12,1,0,1,24
d102,s104,p140,2019,Kitimbwa,Namulaba,Namulaba UMEA Primary School, Government,0,0,0,5,6,11,7,4,11,6,4,10,5,4,9,2,1,3,44
d102,s113,p170,2019,Kitimbwa tc,Wabuyinja ward,Kyetume Kabaganda Primary School,Government,0,0,0,7,8,15,2,1,3,0,1,1,5,4,9,0,1,1,29
d102,s104,p142,2019,Kitimbwa,Kyerima,Nanjwenge CU Primary School,Private,0,0,0,2,1,3,2,3,5,3,2,5,10,8,18,1,1,2,33
d102,s104,p142,2019,Kitimbwa,Kyerima,Mt. Carmel Primary School,Private,5,2,5,21,21,42,13,14,27,4,10,14,7,6,13,1,0,1,102
d102,s104,p140,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa, Government,0,0,0,1,1,2,1,0,1,2,1,3,5,4,9,1,0,1,16
d102,s104,p140,2019,Kitimbwa,Namulaba,St. Martins Nongo RC Primary School, Government,0,0,0,0,0,0,3,3,6,3,0,3,10,12,22,0,0,0,31
d102,s104,p141,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,2,1,2,20,17,37,20,23,43,10,11,21,7,5,12,3,2,5,120
d102,s104,p142,2019,Kitimbwa,Kyerima,Kyerima CU Primary School,Government,0,0,0,7,4,11,10,9,19,6,6,12,4,3,7,0,0,0,49
d102,s106,p132,2019,Nazigo,Bukamba,Bukamba Primary School,Government,0,0,0,1,2,3,4,5,9,8,10,18,9,11,20,0,0,0,50
d102,s106,p132,2019,Nazigo,Bukamba,Bukamba Noor islamic,Private,0,0,0,15,10,25,11,12,23,17,15,32,20,25,45,0,2,2,127
d102,s106,p133,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,0,0,0,2,2,4,7,3,10,0,2,2,1,0,1,1,1,2,19
d102,s106,p137,2019,Nazigo,Kimanya,Kimanya COU Primary School,Government,0,0,0,4,3,7,5,3,8,4,5,9,5,6,11,1,0,1,36
d102,s106,p136,2019,Nazigo,Nateeta,Natteta UMEA Primary School,Private,0,0,0,9,12,21,8,8,16,8,9,17,15,16,31,1,1,2,87
d102,s106,p136,2019,Nazigo,Nateeta,Kiribedda CU Primary School,Government,0,0,0,1,2,3,2,2,4,3,1,4,2,2,4,0,1,1,16
d102,s106,p138,2019,Nazigo,Nazigo,Nazigo Noor Islamic Primary School,Private,15,9,24,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,55
d102,s106,p132,2019,Nazigo,Bukamba,Kisa Primary School,Private,1,0,1,14,11,25,4,4,8,3,0,3,1,0,1,0,0,0,38
d102,s106,p132,2019,Nazigo,Bukamba,Kiswa RC Primary School,Government,0,0,0,3,2,5,4,2,6,4,4,8,7,5,12,1,0,1,32
d102,s106,p137,2019,Nazigo,Kimanya,Kiziika  CU Primary School,Government,5,4,9,20,19,39,11,10,21,4,0,4,5,2,7,1,0,1,81
d102,s106,p138,2019,Nazigo,Nazigo,Kyampisi COU Primary School,Government,0,0,0,1,1,2,7,0,7,1,1,2,3,2,5,0,0,0,16
d102,s106,p138,2019,Nazigo,Nazigo,Magala RC Primary School,Government,0,0,0,5,3,8,3,3,6,1,3,4,6,5,11,0,1,1,30
d102,s106,p134,2019,Nazigo,Nsiima,Musiitwa UMEA Primary School,Government,1,3,4,25,15,40,10,12,22,8,9,17,3,0,3,1,0,1,87
d102,s106,p135,2019,Nazigo,Katikanyonyi,Nakatooke RC Primary School,Government,0,0,0,0,0,0,1,1,2,3,4,7,4,4,8,1,0,1,18
d102,s106,p136,2019,Nazigo,Nateeta,Natteta CU Primary School, Government,0,0,0,3,5,8,4,4,8,2,3,5,11,10,21,0,0,0,42
d102,s106,p138,2019,Nazigo,Nazigo,Nazigo Demonstration Primary School,Government,0,0,0,4,2,6,4,0,4,3,3,6,5,8,13,0,1,1,30
d102,s106,p134,2019,Nazigo,Nsiima,Kotwe Taqwa Islamic Primary School,Private,3,11,14,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,23
