district_id,subcounty_id,parish_id,year,subcounty,parish,school_name,ownership,divi_male,divi_female,divi_total,divii_male,divii_female,divii_total,diviii_male,diviii_female,diviii_total,diviv_male,diviv_female,diviv_total,divu_male,divu_female,divu_total,divx_male,divx_female,divx_total,total
d102,s106,p134,2019,Nazigo,Nsiima,Nazigo RC Primary School,Government,1,0,1,40,22,62,13,10,23,5,4,9,0,0,0,0,1,1,96
d102,s106,p134,2019,Nazigo,Nsiima,Nsiima COU Primary School,Government,0,0,0,1,3,4,0,1,1,5,6,11,5,3,8,0,0,0,24
d102,s106,p136,2019,Nazigo,Nateeta,St. Anthony Junior School Nazigo,Private,0,0,0,14,4,18,4,6,10,3,1,4,2,3,5,0,0,0,37
d102,s106,p136,2019,Nazigo,Nateeta,Wabirongo CU  Primary School, Government,0,0,0,3,5,8,4,4,8,2,3,5,11,10,21,0,0,0,42
d102,s102,p109,2018,Bbaale,Bbaale,Bbaale CU  Primary School,Government,4,1,5,10,16,26,9,10,19,7,7,14,1,1,2,0,0,0,66
d102,s102,p111,2018,Bbaale,Kavule,Gayaza  CU  Primary School,Government,0,0,0,5,6,11,5,5,10,4,4,8,2,1,3,0,0,0,32
d102,s102,p110,2018,Bbaale,Misanga,Misanga COU Primary School,Government,0,0,0,2,1,3,3,1,4,1,1,2,7,7,14,0,0,0,23
d102,s102,p112,2018,Bbaale,Mugongo,Mugongo Primary School,Government,0,0,0,1,0,1,5,3,8,0,2,2,2,2,4,2,0,2,17
d102,s102,p111,2018,Bbaale,Kavule,Namataala Primary School,Government,0,0,0,7,11,18,10,9,19,5,2,7,0,0,0,2,1,3,47
d102,s105,p115,2018,Busaana,Kasana,Bugaddu CU Primary School,Government,0,0,0,8,6,14,7,5,12,7,5,12,10,13,23,2,2,4,65
d102,s110,p158,2018,Busaana tc,Kasana ward,Noble Hill Primary School,Private,2,5,7,50,18,68,6,3,9,5,3,8,2,1,3,1,1,2,97
d102,s105,p115,2018,Busaana,Kasana,Busaana CU Primary School,Government,12,7,19,10,28,38,14,20,34,18,8,26,1,1,2,1,0,1,120
d102,s105,p115,2018,Busaana,Kasana,Busaana RC Primary School,Government,0,0,0,2,0,2,7,7,14,7,2,9,2,1,3,2,0,2,30
d102,s110,p158,2018,Busaana tc,Kasana ward,Busaana Parents Primary School,Private,10,17,27,16,10,26,0,0,0,0,0,0,0,0,0,0,,0,53
d102,s105,p115,2018,Busaana,Kasana,Kasana Church Of Uganda Primary School,Government,2,2,4,3,3,6,3,2,5,4,4,8,5,2,7,1,1,2,32
d102,s105,p115,2018,Busaana,Kasana,Kasana RC Primary School,Government,6,5,11,12,7,19,10,9,19,2,1,3,2,4,6,1,1,2,60
d102,s105,p121,2018,Busaana,Lusenke,Kibuzi Church Of Uganda Primary School,Government,0,0,0,9,2,11,6,4,10,3,2,5,0,3,3,0,0,0,29
d102,s105,p121,2018,Busaana,Lusenke,Kibuzi RC Primary School,Government,0,0,0,1,0,1,1,1,2,4,1,5,8,5,13,1,0,1,22
d102,s105,p122,2018,Busaana,Nampanyi,Kireku COU Primary School,Government,1,1,2,10,7,17,9,10,19,17,10,27,0,0,0,0,0,0,65
d102,s105,p118,2018,Busaana,Kiwangula,Kiwangula COU Primary School,Government,0,0,0,4,3,7,6,4,10,10,16,26,2,3,5,2,2,4,52
d102,s105,p118,2018,Busaana,Kiwangula,Kiwangula RC Primary School,Government,0,0,0,10,11,21,6,4,10,2,1,3,0,0,0,0,0,0,34
d102,s105,p117,2018,Busaana,Namukuma,Kyayaye RC Primary School,Government,0,0,0,3,1,4,9,9,18,5,5,10,0,0,0,0,0,0,32
d102,s105,p121,2018,Busaana,Lusenke,Kyengera CU Primary School,Government,1,0,1,5,4,9,3,3,6,3,3,6,0,1,1,0,0,0,23
d102,s105,p116,2018,Busaana,Nabuganyi,Nabuganyi COU Primary School,Government,2,0,2,14,20,34,2,0,2,0,0,0,0,0,0,1,1,2,40
d102,s105,p122,2018,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,0,1,1,17,10,27,13,10,23,10,12,22,2,1,3,0,0,0,76
d102,s105,p118,2018,Busaana,Kiwangula,Nakatovu COU Primary School,Government,8,6,14,9,4,13,4,4,8,5,3,8,5,2,7,1,0,1,51
d102,s105,p119,2018,Busaana,Namirembe,Namirembe COU Primary School,Government,0,0,0,6,0,6,4,4,8,5,3,8,2,3,5,1,1,2,29
d102,s105,p120,2018,Busaana,Namusaala,Namusaala COU Primary School,Government,1,1,2,30,20,50,19,20,39,14,10,24,7,7,14,2,1,3,132
d102,s105,p120,2018,Busaana,Namusaala,Namutya COU Primary School,Government,1,1,2,26,20,46,14,10,24,6,6,12,1,0,1,1,0,1,86
d102,s105,p117,2018,Busaana,Namukuma,Nangabo COU Primary School,Government,0,0,0,2,1,3,8,3,11,5,4,9,0,3,3,0,0,0,26
d102,s105,p118,2018,Busaana,Kiwangula,St. Josephs Buyungirizi RC Primary School,Government,0,0,0,2,0,2,2,5,7,3,2,5,1,1,2,0,0,0,16
d102,s105,p121,2018,Busaana,Lusenke,St. Peter's Primary School Lusenke,Government,0,0,0,1,0,1,5,4,9,4,4,8,4,1,5,1,1,2,25
d102,s101,p123,2018,Galiraya,Galiraya,Galiraya CU Primary School,Government,0,0,0,15,16,31,12,21,33,7,9,16,3,3,6,3,4,7,93
d102,s101,p125,2018,Galiraya,Kasokwe,Kasokwe CU Primary School,Government,2,1,3,12,25,37,9,8,17,7,7,14,12,9,21,2,1,3,95
d102,s101,p127,2018,Galiraya,Kirasa,Kirasa Primary School,Government,0,0,0,3,5,8,9,5,14,6,5,11,6,2,8,0,0,0,41
d102,s101,p126,2018,Galiraya,Namayunge,Nakatuli RC Primary School,Government,0,0,0,0,1,1,4,2,6,3,2,5,7,5,12,0,0,0,24
d102,s101,p124,2018,Galiraya,Namalere,Namalere COU Primary School,Government,2,1,3,19,12,31,7,9,16,0,2,2,0,0,0,1,1,2,54
d102,s101,p126,2018,Galiraya,Namayunge,Namayuge Primary School,Government,0,0,0,7,10,17,7,5,12,4,3,7,2,2,4,2,0,2,42
d102,s101,p128,2018,Galiraya,Ntimba,Ntimba  Primary School,Government,0,0,0,3,1,4,2,1,3,3,1,4,3,2,5,1,0,1,17
d102,s101,p123,2018,Galiraya,Galiraya,St. Kizito Kidibya Primary School,Government,0,0,0,8,6,14,10,3,13,3,1,4,0,1,1,1,1,2,34
d102,s112,p165,2018,Kangulumira tc,Kangulumira ward,Catherine Primary School,Private,3,3,6,10,6,16,2,2,4,0,0,0,0,1,1,0,0,0,27
d102,s107,p130,2018,Kangulumira,Kawomya,Bukeeka COU Primary School,Government,1,0,1,29,30,59,1,1,2,1,0,1,0,0,0,1,0,1,64
d102,s107,p131,2018,Kangulumira,Seeta-Nyiize,St. Marys Child Empowerment,Private,3,3,6,5,5,10,2,1,3,3,2,5,0,0,0,0,0,0,24
d102,s112,p167,2018,Kangulumira tc,Nakatundu ward,Kamuli UMEA Primary School,Government,5,6,11,64,30,94,13,20,33,10,16,26,3,2,5,1,1,2,171
d102,s112,p165,2018,Kangulumira tc,Kangulumira ward,Kangulumira CU Primary School,Government,1,1,2,26,10,36,5,4,9,0,1,1,1,1,2,1,0,1,51
d102,s112,p165,2018,Kangulumira tc,Kangulumira ward,Kangulumira Muslim Primary School,Government,3,6,9,10,24,34,9,10,19,6,9,15,4,4,8,2,3,5,90
d102,s112,p165,2018,Kangulumira tc,Kangulumira ward,Kangulumira RC Primary School,Government,2,5,7,30,37,67,9,10,19,15,15,30,1,1,2,2,1,3,128
d102,s112,p165,2018,Kangulumira tc,Kangulumira ward,Kasambya Moslem Primary School,Government,0,1,1,9,3,12,5,5,10,3,2,5,2,1,3,0,0,0,31
d102,s112,p166,2018,Kangulumira tc,Kigayaza ward,Kigayaza COU Primary School,Government,0,2,2,10,10,20,2,1,3,0,1,1,0,0,0,1,1,2,28
d102,s107,p129,2018,Kangulumira,Kikwanya,Kikwanya COU Primary School,Government,2,2,4,16,10,26,7,10,17,8,9,17,2,3,5,1,0,1,70
d102,s107,p129,2018,Kangulumira,Kikwanya,Kimooli UMEA Primary School,Government,10,7,17,20,22,42,6,5,11,2,2,4,0,0,0,1,1,2,76
d102,s107,p130,2018,Kangulumira,Kawomya,Kungu CU Primary School,Government,0,0,0,6,6,12,9,9,18,6,5,11,3,3,6,0,1,1,48
d102,s107,p130,2018,Kangulumira,Kawomya,Maligita Primary School,Government,0,0,0,3,2,5,3,3,6,7,9,16,2,3,5,0,0,0,32
d102,s107,p131,2018,Kangulumira,Seeta-Nyiize,Nakirubi COU Primary School,Government,0,0,0,5,5,10,6,6,12,14,10,24,2,2,4,0,2,2,52
d102,s112,p167,2018,Kangulumira tc,Nakatundu ward,Nongo COU Primary School Kangulumira,Government,0,3,3,20,14,34,13,13,26,10,12,22,16,20,36,3,2,5,126
d102,s107,p131,2018,Kangulumira,Seeta-Nyiize,Nyiize COU Primary School,Government,10,6,16,35,35,70,4,3,7,1,1,2,0,0,0,1,2,3,98
d102,s107,p131,2018,Kangulumira,Seeta-Nyiize,Nyiize RC Primary School,Government,0,0,0,10,18,28,6,6,12,1,1,2,0,0,0,0,0,0,42
d102,s107,p131,2018,Kangulumira,Seeta-Nyiize,Fountain of Hope Primary School,Private,20,22,42,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,67
d102,s103,p151,2018,Kayonza,Kamusabi,Bugato RC Primary School,Government,0,0,0,6,6,12,5,5,10,5,1,6,0,2,2,0,0,0,30
d102,s103,p153,2018,Kayonza,Kitwe,Bugoma Primary School,Government,0,0,0,0,0,0,2,2,4,4,6,10,7,10,17,2,1,3,34
d102,s103,p157,2018,Kayonza,Namizo,Bujwaaya CU Primary School,Government,0,0,0,1,0,1,2,1,3,4,4,8,7,10,17,0,1,1,30
d102,s103,p149,2018,kayonza,Balisanga,Bwalala Primary School,Government,0,0,0,3,3,6,4,4,8,4,3,7,5,3,8,1,1,2,31
d102,s103,p154,2018,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,0,0,0,2,1,3,8,6,14,5,2,7,4,1,5,0,0,0,29
d102,s103,p156,2018,Kayonza,Namaliri,Kawolokota COU Primary School,Government,0,0,0,0,1,1,7,7,14,8,10,18,3,2,5,0,1,1,39
d102,s103,p156,2018,Kayonza,Namaliri,Kawolokota RC Primary School,Government,0,1,1,7,8,15,8,8,16,7,7,14,0,1,1,0,0,0,47
d102,s103,p156,2018,Kayonza,Namaliri,Kayonza Primary School,Government,0,0,0,7,7,14,4,5,9,7,6,13,10,12,22,0,0,0,58
d102,s103,p155,2018,Kayonza,Nakyesanja,Kirimantoogo Primary School,Government,0,0,0,2,1,3,2,2,4,4,2,6,13,10,23,0,0,0,36
d102,s103,p153,2018,Kayonza,Kitwe,Kitwe RC Primary School,Government,0,0,0,3,6,9,20,7,27,6,5,11,8,4,12,3,1,4,63
d102,s103,p157,2018,Kayonza,Namizo,Kyebuye RC Primary School,Private,0,0,0,2,1,3,2,2,4,2,1,3,2,1,3,2,2,4,17
d102,s103,p156,2018,Kayonza,Namaliri,Lugasa Primary School,Private,0,0,0,7,7,14,6,3,9,6,3,9,2,2,4,0,0,0,36
d102,s103,p151,2018,Kayonza,Kamusabi,Lukonda Public Primary School,Government,0,0,0,1,1,2,5,6,11,6,4,10,5,20,25,0,0,0,48
d102,s103,p152,2018,Kayonza,Kanywero,Lwabyata Parents Primary School,Government,0,0,0,0,1,1,7,5,12,9,10,19,16,14,30,2,0,2,64
d102,s103,p154,2018,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,1,0,1,10,19,29,6,8,14,1,2,3,0,0,0,0,0,0,47
d102,s103,p154,2018,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,0,1,1,10,9,19,8,10,18,7,3,10,0,1,1,0,1,1,50
d102,s103,p154,2018,Kayonza,Nakyesa,Namatogonya COU  Primary School,Government,0,0,0,0,1,1,8,5,13,2,4,6,6,10,16,2,1,3,39
d102,s103,p157,2018,Kayonza,Namizo,Namavundu Primary School,Private,0,0,0,3,0,3,3,3,6,3,1,4,9,5,14,1,0,1,28
d102,s103,p157,2018,Kayonza,Namizo,Namizo UMEA Primary School,Government,0,0,0,0,0,0,0,0,0,1,0,1,6,5,11,2,1,3,15
d102,s103,p150,2018,Kayonza,Kafumba,Nyondo RC Primary School, Government,0,0,0,1,0,1,6,3,9,6,2,8,5,3,8,2,1,3,29
d102,s103,p156,2018,Kayonza,Namaliri,St. Jude Kayonza RC Primary School,Government,0,0,0,0,0,0,0,1,1,4,2,6,6,10,16,0,0,0,23
d102,s103,p152,2018,Kayonza,Kanywero,Wabunyonyi COU Primary School ,Government,0,0,0,1,0,1,2,2,4,6,3,9,9,12,21,0,1,1,36
d102,s103,p152,2018,Kayonza,Kanywero,Wunga CU Primary School,Government,0,0,0,5,3,8,7,6,13,3,4,7,5,3,8,1,1,2,38
d102,s108,p102,2018,Kayunga ,Busaale,Ssekagya Islamic Primary School,Government,10,17,27,16,14,30,6,10,16,4,3,7,2,1,3,1,1,2,85
d102,s108,p103,2018,Kayunga,Bukolooto,Ssezibwa COU Primary School,Government,3,4,7,8,10,18,6,10,16,6,4,10,4,4,8,1,0,1,60
d102,s108,p107,2018,Kayunga,Bukujju,Bukujju UMEA Primary School,Government,0,0,0,0,1,1,1,1,2,1,0,1,10,10,20,1,0,1,25
d102,s108,p102,2018,Kayunga ,Busaale,Busaale COU Primary School,Government,0,0,0,5,5,10,5,6,11,2,1,3,1,1,2,0,0,0,26
d102,s108,p106,2018,kayunga,Nsotoka,Obadiah Sajjabi Community School,Private,0,0,0,14,10,24,16,10,26,7,6,13,2,2,4,3,2,5,72
d102,s108,p105,2018,Kayunga ,Buyobe,Buwungiro Primary School,Government,0,0,0,1,1,2,4,4,8,3,6,9,4,4,8,2,1,3,30
d102,s108,p103,2018,Kayunga,Bukolooto,Bwetyaba RC Primary School,Government,0,0,0,16,10,26,6,2,8,1,0,1,0,0,0,1,0,1,36
d102,s108,p105,2018,Kayunga ,Buyobe,Kanjuki COU Primary School,Government,1,0,1,20,9,29,6,3,9,5,6,11,1,1,2,1,0,1,53
d102,s108,p105,2018,Kayunga ,Buyobe,Kanjuki RC Primary School,Government,0,0,0,6,6,12,1,1,2,0,0,0,0,0,0,2,1,3,17
d102,s108,p105,2018,Kayunga ,Buyobe,Kanjuki UMEA Primary School,Government,0,0,0,10,11,21,8,7,15,2,1,3,1,0,1,0,0,0,40
d102,s108,p106,2018,Kayunga ,Nsotoka,Nsotoka Islamic Primary School,Private,0,0,0,19,10,29,3,3,6,2,1,3,0,0,0,0,0,0,38
d102,s108,p103,2018,Kayunga,Bukolooto,Lion of Judah Primary School,Private,8,4,12,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,25
d102,s108,p106,2018,Kayunga ,Nsotoka,Kiwooza COU Primary School,Government,0,0,0,5,2,7,7,8,15,5,5,10,7,7,14,2,1,3,49
d102,s108,p106,2018,Kayunga ,Nsotoka,Mataba Muslim Quran School,Private,2,1,3,13,10,23,3,6,9,4,3,7,2,3,5,1,1,2,49
d102,s108,p105,2018,Kayunga ,Buyobe,Kyanya COU Primary School,Government,0,0,0,5,5,10,6,8,14,3,2,5,16,20,36,0,0,0,65
d102,s108,p101,2018,Kayunga ,Bubajjwe,Mugema Primary School, Government,2,1,3,25,29,54,10,13,23,3,3,6,2,1,3,1,0,1,90
d102,s108,p104,2018,Kayunga ,Nakaseeta,Nakaziba COU Primary School, Government,0,0,0,4,3,7,4,3,7,4,3,7,5,5,10,0,1,1,32
d102,s108,p106,2018,Kayunga ,Nsotoka,Namulanda COU  Primary School,Government,1,0,1,4,5,9,4,4,8,5,5,10,3,3,6,1,0,1,35
d102,s108,p106,2018,Kayunga ,Nsotoka,Namulanda RC Primary School,Government,0,0,0,2,2,4,3,3,6,7,6,13,5,4,9,0,0,0,32
d102,s108,p103,2018,Kayunga ,Bukolooto,St. Anthony G. Junior school,Private,7,7,14,20,16,36,3,3,6,1,0,1,0,0,0,0,0,0,f
d102,s109,p148,2018,Kayunga tc,Namagabi ward,Kayunga Girls Primary School,Government,7,4,11,10,14,24,0,0,0,0,0,0,0,0,0,1,0,1,36
d102,s109,p148,2018,Kayunga tc,Namagabi ward,Kayunga Mixed Primary School,Government,0,0,0,5,3,8,10,7,17,5,3,8,0,0,0,0,0,0,33
d102,s109,p148,2018,Kayunga tc,Namagabi ward,Namagabi Bishop Brown Primary School,Government,0,1,1,16,10,26,3,4,7,0,1,1,0,0,0,0,1,1,36
d102,s109,p148,2018,Kayunga tc,Namagabi ward,Namagabi UMEA Primary School,Government,2,2,4,38,13,51,8,8,16,6,3,9,0,1,1,0,0,0,81
d102,s109,p148,2018,Kayunga tc,Namagabi ward,Ndeeba COU Primary School,Government,5,3,8,10,26,36,2,1,3,1,1,2,0,0,0,1,1,2,51
d102,s109,p145,2018,Kayunga tc,Bukoloto ward,Aunty Vicky Primary School,Private,0,1,1,20,14,34,7,7,14,6,5,11,5,5,10,1,1,2,72
d102,s109,p146,2018,Kayunga tc,Ntenjeru ward,Tente Primary School,Government,7,5,12,16,20,36,2,2,4,0,1,1,0,0,0,0,0,0,53
d102,s104,p144,2018,Kitimbwa,Nakivubo,Bisaka CU Primary School,Government,0,0,0,4,4,8,3,3,6,0,2,2,2,1,3,0,0,0,19
d102,s104,p143,2018,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,0,0,0,7,11,18,6,2,8,6,10,16,6,6,12,0,0,0,54
d102,s104,p139,2018,Kitimbwa,Kitatya,Kitatya CU  Primary School,Government,2,1,3,15,24,39,5,6,11,8,4,12,4,2,6,0,0,0,71
d102,s104,p139,2018,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,0,0,0,9,5,14,8,5,13,2,3,5,0,1,1,3,0,3,36
d102,s113,p170,2018,Kitimbwa tc,Wabuyinja ward,Kitimbwa CU Primary School,Government,0,0,0,4,3,7,10,3,13,4,4,8,5,5,10,0,0,0,38
d102,s113,p170,2018,Kitimbwa tc,Wabuyinja ward,Kitimbwa Light SDA Primary School,Government,0,0,0,0,0,0,20,19,39,8,10,18,2,2,4,0,0,0,61
d102,s113,p170,2018,Kitimbwa tc,Wabuyinja ward,Kitimbwa RC Primary School ,Government,0,0,0,8,8,16,9,9,18,4,8,12,0,1,1,1,0,1,48
d102,s113,p170,2018,Kitimbwa tc,Wabuyinja ward,Kitimbwa UMEA Primary School,Government,0,0,0,12,5,17,2,2,4,3,3,6,3,0,3,1,1,2,32
d102,s104,p142,2018,Kitimbwa,Kyerima,Kyerima UMEA Primary School,Government,0,0,0,10,13,23,7,5,12,3,0,3,0,0,0,0,0,0,38
d102,s113,p170,2018,Kitimbwa tc,Wabuyinja ward,Kyetume High Primary School,Government,0,1,1,14,10,24,6,10,16,7,7,14,7,7,14,3,2,5,74
d102,s104,p142,2018,Kitimbwa,Kyerima,Nakaseeta COU Primary School,Government,0,0,0,0,2,2,5,2,7,2,1,3,3,3,6,2,1,3,21
d102,s104,p144,2018,Kitimbwa,Nakivubo,Nakivubo COU Primary School,Government,0,0,0,7,0,7,9,10,19,15,5,20,16,10,26,2,2,4,76
d102,s104,p144,2018,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,0,0,0,0,0,0,0,0,0,0,1,1,6,4,10,3,1,4,15
d102,s104,p142,2018,Kitimbwa,Kyerima,Namabbuga RC Primary School,Government,0,0,0,0,0,0,2,5,7,3,2,5,0,2,2,0,1,1,15
d102,s104,p142,2018,Kitimbwa,Kyerima,Mt. Carmel Primary School,Private,4,1,5,8,14,22,7,8,15,8,4,12,0,2,2,0,0,0,56
d102,s104,p140,2018,Kitimbwa,Namulaba,Namulaba UMEA Primary School, Government,1,0,1,4,5,9,4,3,7,7,7,14,20,23,43,0,2,2,76
d102,s104,p142,2018,Kitimbwa,Kyerima,Nanjwenge COU Primary School,Government,0,0,0,4,1,5,6,5,11,5,7,12,14,10,24,2,0,2,54
d102,s104,p140,2018,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa, Government,0,0,0,0,1,1,5,2,7,3,3,6,6,5,11,2,1,3,28
d102,s104,p143,2018,Kitimbwa,Nkokonjeru,Tweyagalire RC Primary School,Government,0,0,0,4,2,6,10,3,13,7,3,10,20,5,25,3,2,5,59
d102,s104,p141,2018,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,1,0,1,19,7,26,11,8,19,16,3,19,0,1,1,0,0,0,66
d102,s104,p142,2018,Kitimbwa,Kyerima,Kyerima CU Primary School,Government,1,1,2,12,7,19,10,20,30,6,5,11,0,2,2,0,0,0,64
d102,s106,p132,2018,Nazigo,Bukamba,Bukamba CU Primary School,Government,0,0,0,0,0,0,10,10,20,7,9,16,6,6,12,0,0,0,48
d102,s106,p132,2018,Nazigo,Bukamba,Bukamba Noor Islamic ,Private,0,0,0,3,2,5,7,5,12,19,10,29,10,9,19,1,2,3,68
d102,s106,p133,2018,Nazigo,Kirindi,Kikonyogo Primary School,Government,0,0,0,1,1,2,3,3,6,5,2,7,1,1,2,0,0,0,17
d102,s106,p137,2018,Nazigo,Kimanya,Kimanya COU Primary School,Government,3,1,4,16,10,26,8,9,17,6,11,17,3,2,5,1,0,1,70
d102,s106,p136,2018,Nazigo,Nateeta,St. Anthony Junior School Nazigo,Private,1,1,2,10,11,21,3,3,6,3,1,4,2,3,5,0,0,0,38
d102,s106,p136,2018,Nazigo,Nateeta,Kiribedda CU Primary School,Government,0,0,0,4,2,6,3,3,6,2,4,6,2,2,4,2,0,2,24
d102,s106,p133,2018,Nazigo,Kirindi,Kirindi RC Primary School,Government,0,0,0,2,3,5,0,0,0,0,0,0,5,6,11,0,1,1,17
d102,s106,p134,2018,Nazigo,Nsiima,Kotwe Taqwa Islamic Primary School,Private,4,4,8,10,6,16,0,1,1,2,1,3,0,0,0,0,0,0,28
d102,s106,p132,2018,Nazigo,Bukamba,Kisa Primary School,Government,0,0,0,5,5,10,2,3,5,3,1,4,2,1,3,1,1,2,24
d102,s106,p132,2018,Nazigo,Bukamba,Kiswa RC Primary School,Government,0,0,0,2,1,3,4,7,11,7,5,12,7,4,11,1,1,2,39
d102,s106,p137,2018,Nazigo,Kimanya,Kiziika  CU Primary School,Government,1,0,1,10,14,24,6,4,10,6,3,9,2,1,3,0,0,0,47
d102,s106,p138,2018,Nazigo,Nazigo,Kyampisi COU Primary School,Government,2,0,2,7,6,13,0,0,0,3,5,8,3,3,6,0,0,0,29
d102,s106,p138,2018,Nazigo,Nazigo,Magala RC Primary School,Government,0,0,0,0,0,0,2,2,4,3,1,4,6,6,12,1,1,2,22
d102,s106,p134,2018,Nazigo,Nsiima,Musiitwa UMEA Primary School,Government,5,3,8,19,20,39,7,3,10,5,2,7,0,1,1,0,2,2,67
d102,s106,p138,2018,Nazigo,Nazigo,Nazigo Noor Islamic Primary School,Private,24,20,44,28,10,38,1,0,1,0,0,0,0,0,0,0,0,0,83
d102,s106,p135,2018,Nazigo,Katikanyonyi,Nakatooke RC Primary School,Government,0,0,0,1,0,1,0,0,0,4,2,6,10,3,13,0,0,0,20
d102,s106,p136,2018,Nazigo,Nateeta,Natteta CU Primary School, Government,0,0,0,2,2,4,7,5,12,7,3,10,3,3,6,0,0,0,32
d102,s106,p136,2018,Nazigo,Nateeta,Natteta UMEA Primary School,Government,0,0,0,9,9,18,13,10,23,8,9,17,2,1,3,2,1,3,64
d102,s106,p138,2018,Nazigo,Nazigo,Nazigo Demonstration Primary School,Government,0,0,0,6,4,10,5,5,10,7,2,9,0,1,1,2,0,2,32
d102,s106,p134,2018,Nazigo,Nsiima,Nazigo RC Primary School,Government,2,2,4,50,38,88,7,10,17,6,5,11,1,1,2,1,0,1,123
d102,s106,p134,2018,Nazigo,Nsiima,Nsiima COU Primary School,Government,0,0,0,7,5,12,8,8,16,8,10,18,13,10,23,1,1,2,71
d102,s106,p136,2018,Nazigo,Nateeta,Wabirongo cu Primary School, Government,0,1,1,10,11,21,6,5,11,0,2,2,1,0,1,1,2,3,39
d102,s112,p165,2018,Kangulumira tc,Kangulumira ward,New ABC Devine Foundation,Private,60,14,74,58,40,98,2,2,4,2,2,4,0,0,0,0,0,0,180
d102,s109,p146,2018,Kayunga tc,Ntenjeru ward,St. Regina Primary School ,Private,14,20,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,35
d102,s109,p147,2018,Kayunga tc,Central ward,Hope Primary School,Private,3,2,5,10,18,28,2,1,3,0,0,0,2,1,3,0,0,0,39
d102,s109,p145,2018,Kayunga tc,Bukoloto ward,Star Academy Primary School,Private,2,2,4,10,12,22,2,3,5,1,0,1,2,1,3,0,0,0,35
d102,s109,p148,2018,Kayunga tc,Namagabi ward,Gospel Valley Primary School,Private,18,10,28,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,28