district_id,county_id,subcounty_id,parish_id,village_id,district,county,subcounty,parish,village,year,level,ownership,name_of_school,staus,gps_cordinates
d102,c101,s103,,,Kayunga,Bbaale,Kayonza,,,2023,Primary,Private,Agape Mission Primary School,Active,
d102,c102,s107,,,Kayunga,Ntenjeru,Kangulumira,,,2023,Primary,Private,Agape Nursery And Primary School Nakirubi,Closed,
d102,c102,s106,p136,,Kayunga,Ntenjeru,Nazigo,Natteta,,2023,Primary,Private,Ali Islamic Primary School,Active,
d102,c102,s107,p131,v230,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Nakirubi,2023,Primary,Private,All Saints Nakirubi Primary School,Active,
d102,c102,s107,p130,,Kayunga,Ntenjeru,Kangulumira,Kawomya,,2023,Primary,Private,Aniswari Primary School,Active,
d102,c102,s107,p131,,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,,2023,Primary,Private,Arise And Hope Primary School Kamira,Active,
d102,c102,s107,p131,,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,,2023,Primary,Private,Arise And Shine Primary School Nakirubi,Active,
d102,c102,s106,p138,,Kayunga,Ntenjeru,Nazigo,Nazigo,,2023,Primary,Private,Aunt Anne Primary School,Active,
d102,c102,s106,p138,,Kayunga,Ntenjeru,Nazigo,Nazigo,,2023,Primary,Private,Aunt Jane Primary School,Active,
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,Bukolooto Ward,,2023,Primary,Private,Aunt Vicky Primary School,Active,"0.684322530693626, 32.918241210976355"
d102,c101,s102,p109,v101,Kayunga,Bbaale,Bbaale,Bbaale,Bbaale East,2023,Primary,Government,Bbaale CU  Primary School,Active,"1.0996100387808265, 32.886781641328966"
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2023,Primary,Private,Bbaale Moslem School,Active,
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,Bukolooto Ward,,2023,Primary,Private,BEMCO Primary School Kitatya,Active,
d102,c102,s105,p115,v149,Kayunga,Ntenjeru,Busaana,Kasana,Bisaka,2023,Primary,Government,Bisaka Parents Primary School,Active,"0.8636823449034225, 32.9799503646428"
d102,c101,s104,p144,v442,Kayunga,Bbaale,Kitimbwa,Nakivubo,Bisaka Central,2023,Primary,Government,Bisaka Primary School,Active,
d102,c102,s105,p120,,Kayunga,Ntenjeru,Busaana,Namusaala,,2023,Primary,Private,Bisaka RC Primary School,Active,"0.847050603259814, 32.98255489931799"
d102,c102,s108,,,Kayunga,Ntenjeru,Kayunga,,,2023,Primary,Private,Blessed Child Primary School,Closed,
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Blue Sky Junior School,Active,
d102,c101,s113,p169,,Kayunga,Bbaale,Kitimbwa Town Council,Kyerima Ward,,2023,Primary,Private,Brain Trust Primary School,Active,
d102,c102,s107,p130,,Kayunga,Ntenjeru,Kangulumira,Kawomya,,2023,Primary,Private,Bridges Of Glory Primary School Bukeka,Active,
d102,c101,s113,,,Kayunga,Bbaale,Kitimbwa Town Council,,,2023,Primary,Private,Bright Angels Primary School Kitimbwa,Active,
d102,c102,s107,p129,,Kayunga,Ntenjeru,Kangulumira,Kikwanya,,2023,Primary,Private,Bright Future Nursery And Primary School Kangulumira,Active,"0.6480018198191582, 33.067954719017955"
d102,c102,s108,p105,,Kayunga,Ntenjeru,Kayunga,Buyobe,,2023,Primary,Private,Bright Future Primary School Kyanya,Active,
d102,c102,s108,p103,,Kayunga,Ntenjeru,Kayunga,Bukolooto,,2023,Primary,Private,Bright Future Primary School Ntooke,Active,
d102,c102,s108,,,Kayunga,Ntenjeru,Kayunga,,,2023,Primary,Private,Bright Light Academy Primary School,Active,"0.661992831453975, 32.94684038359046"
d102,c102,s105,p118,,Kayunga,Ntenjeru,Busaana,Kiwangula,,2023,Primary,Private,Brilliant Primary School Ngeye,Active,
d102,c102,s108,p101,,Kayunga,Ntenjeru,Kayunga,Bubajjwe,,2023,Primary,Private,Bubajjwe Nursery And Primary School,Active,
d102,c102,s110,p159,v164,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Bugaddu,2023,Primary,Government,Bugaddu CU Primary School,Active,
d102,c101,s103,p152,v277,Kayunga,Bbaale,Kayonza,Kamusabi,Bugatto,2023,Primary,Government,Bugatto RC Primary School,Active,
d102,c101,s102,,,Kayunga,Bbaale,Bbaale,,,2023,Primary,Private,Bugembo Primary School,Closed,
d102,c102,s110,p159,,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,,2023,Primary,Private,Bugerere Parents School,Active,
d102,c102,s112,p168,,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,,2023,Primary,Private,Bugiri Muslim Primary School,Active,
d102,c101,s103,p154,v298,Kayunga,Bbaale,Kayonza,Kitwe,Bugoma,2023,Primary,Government,Bugoma Primary School,Active,
d102,c101,s103,p152,v279,Kayunga,Bbaale,Kayonza,Kamusabi,Bugonya B,2023,Primary,Government,Bugonya CU Primary School,Active,
d102,c102,s106,p132,,Kayunga,Ntenjeru,Nazigo,Bukamba,,2023,Primary,Private,Buguvu Ebenezer Primary School,Active,
d102,c101,s103,p158,v332,Kayunga,Bbaale,Kayonza,Namizo,Bujwaya,2023,Primary,Government,Bujwaya CU Primary School,Active,
d102,c102,s106,p132,,Kayunga,Ntenjeru,Nazigo,Bukamba,,2023,Primary,Private,Bukamba Noor Islamic Primary School,Active,
d102,c102,s106,p132,v464,Kayunga,Ntenjeru,Nazigo,Bukamba,Bukamba A,2023,Primary,Government,Bukamba Primary School,Active,
d102,c102,s107,p131,v228,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Bukasa,2023,Primary,Government,Bukasa CU Primary School,Active,
d102,c102,s107,p130,v222,Kayunga,Ntenjeru,Kangulumira,Kawomya,Bukeeka,2023,Primary,Government,Bukeeka COU Primary School,Active,"0.6491379826644111, 32.28387634476823"
d102,c102,s108,p107,v384,Kayunga,Ntenjeru,Kayunga,Bukujju,Bukujju,2023,Primary,Government,Bukujju UMEA Primary School,Active,"0.7728005989611093, 32.9045661024412"
d102,c101,s104,p143,v435,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Bulawula A,2023,Primary,Government,Bulawula Primary School,Active,
d102,c102,s105,p116,v130,Kayunga,Ntenjeru,Busaana,Nabuganyi,Bumali,2023,Primary,Government,Bumaali CU Primary School,Active,
d102,c102,s105,p116,v130,Kayunga,Ntenjeru,Busaana,Nabuganyi,Bumali,2023,Primary,Government,Bumali UMEA Primary School,Active,"0.8199151347600965, 32.99614075237335"
d102,c102,s108,p106,,Kayunga,Ntenjeru,Kayunga,Nsotoka,,2023,Primary,Private,Bunyumya Primary School,Active,
d102,c102,s108,p102,v348,Kayunga,Ntenjeru,Kayunga,Busaale,Busaale,2023,Primary,Government,Busaale COU Primary School,Active,
d102,c102,s108,p102,v348,Kayunga,Ntenjeru,Kayunga,Busaale,Busaale,2023,Primary,Government,Busaale RC Primary School,Active,
d102,c102,s110,p159,v165,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Busaana,2023,Primary,Government,Busaana CU Primary School,Active,"0.7801068675374347, 32.989717160969725"
d102,c102,s110,p159,v165,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Busaana,2023,Primary,Government,Busaana RC Primary School,Active,
d102,c101,s103,p154,v299,Kayunga,Bbaale,Kayonza,Kitwe,Busabira,2023,Primary,Government,Busabira Parents Primary School,Active,
d102,c102,s108,p105,v369,Kayunga,Ntenjeru,Kayunga,Buyobe,Buwungiro,2023,Primary,Government,Buwungiro Primary School,Active,"0.7825614868510309, 32.85095871778681"
d102,c101,s103,p150,v269,Kayunga,Bbaale,Kayonza,Balisanga,Nzingu,2023,Primary,Government,Bwalala Primary School,Active,
d102,c102,s108,p103,v354,Kayunga,Ntenjeru,Kayunga,Bukolooto,Bwetyaba,2023,Primary,Government,Bwetyaba RC Primary School,Active,"0.6874337134708148, 32.91213251793451"
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Catherine Primary School,Active,"0.5845059262780198, 33.02446607138843"
d102,c101,s103,p155,,Kayunga,Bbaale,Kayonza,Nakyesa,,2023,Primary,Private,Chris David Primary School,Active,
d102,c102,s106,p137,,Kayunga,Ntenjeru,Nazigo,Kimanya,,2023,Primary,Private,Christ Primary School,Active,
d102,c101,s103,,,Kayunga,Bbaale,Kayonza,,,2023,Primary,Private,City Infant School,Closed,
d102,c102,s108,p103,,Kayunga,Ntenjeru,Kayunga,Bukolooto,,2023,Primary,Private,Dartah Primary School,Active,
d102,c101,s103,p155,,Kayunga,Bbaale,Kayonza,Nakyesa,,2023,Primary,Private,Dellan Primary School,Active,"0.9267184309043526, 32.86647227545974"
d102,c102,s108,p106,,Kayunga,Ntenjeru,Kayunga,Nsotoka,,2023,Primary,Private,Destiny Of Joy Nursery And Primary School,Active,"0.8495380821895692, 32.87603076034405"
d102,c102,s106,p137,,Kayunga,Ntenjeru,Nazigo,Kimanya,,2023,Primary,Private,Destiny Primary School,Active,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2023,Primary,Private,Divine Embassy Primary School ,Active,
d102,c101,s103,,,Kayunga,Bbaale,Kayonza,,,2023,Primary,Private,Dream Primary School,Closed,
d102,c102,s105,p121,,Kayunga,Ntenjeru,Busaana,Lusenke,,2023,Primary,Private,Ebenezer Infant School,Active,
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Ebenezer Primary School Kalagala,Active,
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Ebenezer Primary School Kangulumira,Active,"0.7098023055348456, 32.903728763277165"
d102,c102,s107,p131,,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,,2023,Primary,Private,Ebenezer Primary School Kiwugu,Active,
d102,c102,s105,p115,,Kayunga,Ntenjeru,Busaana,Kasana,,2023,Primary,Private,Ebenezer Primary School Namatogonya,Active,
d102,c102,s105,p122,,Kayunga,Ntenjeru,Busaana,Nampanyi,,2023,Primary,Private,Eden Primary School,Active,
d102,c101,s103,p156,,Kayunga,Bbaale,Kayonza,Nakyesanja,,2023,Primary,Private,El Shadar Primary School,Active,
d102,c102,s111,p165,,Kayunga,Ntenjeru,Nazigo Town Council,Kimanya Ward,,2023,Primary,Private,Exodus Primary School,Active,
d102,c102,s108,p103,,Kayunga,Ntenjeru,Kayunga,Bukolooto,,2023,Primary,Private,Faith Education Centre,Active,"0.6906574763054144, 32.91141345052337"
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Faithi Islamic Primary School,Active,
d102,c102,s108,p105,,Kayunga,Ntenjeru,Kayunga,Buyobe,,2023,Primary,Private,Faith Primary School,Active,
d102,c102,s106,p138,,Kayunga,Ntenjeru,Nazigo,Nazigo,,2023,Primary,Private,Farouq Quran School,Active,
d102,c102,s107,p130,,Kayunga,Ntenjeru,Kangulumira,Kawomya,,2023,Primary,Private,Favour Community Junior School,Active,
d102,c102,s107,p130,,Kayunga,Ntenjeru,Kangulumira,Kawomya,,2023,Primary,Private,Fountain Of Hope Primary School,Active,
d102,c102,s112,p168,,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,,2023,Primary,Private,Fresco Infant School,Active,
d102,c102,s109,p147,,Kayunga,Ntenjeru,Kayunga Town Council,Central Ward,,2023,Primary,Private,Full Gospel Primary School,Active,
d102,c101,s101,p123,v177,Kayunga,Bbaale,Galiraya,Galiraya,Galiraya,2023,Primary,Government,Galiraya  CU Primary School,Active,
d102,c101,s102,p111,v113,Kayunga,Bbaale,Bbaale,Kavule,Gayaza,2023,Primary,Government,Gayaza  CU  Primary School,Active,
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,Bukolooto Ward,,2023,Primary,Private,Getu Education Centre,Active,"0.6903244806168662, 32.914446889180674"
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Primary,Private,Global Primary School,Active,
d102,c101,s101,p128,,Kayunga,Bbaale,Galiraya,Ntimba,,2023,Primary,Private,God Cares Nursery And Primary School,Active,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Primary,Private,God Is Able Primary School,Closed,
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Gods Glory Primary School,Active,
d102,c102,s106,p137,,Kayunga,Ntenjeru,Nazigo,Kimanya,,2023,Primary,Private,Gods Grace Primary School,Active,
d102,c102,s109,p146,,Kayunga,Ntenjeru,Kayunga Town Council,Ntenjeru Ward,,2023,Primary,Private,Gods Will Tente,Active,
d102,c101,s103,p154,,Kayunga,Bbaale,Kayonza,Kitwe,,2023,Primary,Private,Golden Nursery And Primary School,Closed,
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Primary,Private,Golden Junior School,Active,
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Good Hope Primary School Kalagala,Active,
d102,c101,s104,,,Kayunga,Bbaale,Kitimbwa,,,2023,Primary,Private,Good Hope Pre And Primary School,Active,
d102,c102,s108,p106,,Kayunga,Ntenjeru,Kayunga,Nsotoka,,2023,Primary,Private,Good Hope Primary School Wankyayiraki,Active,
d102,c102,s106,p132,,Kayunga,Ntenjeru,Nazigo,Bukamba,,2023,Primary,Private,Good Mummy Junior School,Active,
d102,c101,s102,,,Kayunga,Bbaale,Bbaale,,,2023,Primary,Private,Good Samaritan Primary School,Closed,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Primary,Private,Good Shepherd Primary School,Active,
d102,c102,s109,p148,,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,,2023,Primary,Private,Gospel Valley Nursery Primary School,Active,"0.6987011960427731, 32.9088709736047"
d102,c102,s111,p164,,Kayunga,Ntenjeru,Nazigo Town Council,Nazigo Ward,,2023,Primary,Private,Grace Primary School,Active,"0.6329580552616064, 32.99622659080483"
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Primary,Private,Gramos Primary School,Active,"0.6394900598782212, 32.951696477799906"
d102,c102,s112,p167,,Kayunga,Ntenjeru,Kangulumira Town Council,Kigayaza Ward,,2023,Primary,Private,Hands Of Grace Kangulumira,Active,
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Primary,Private,Headlight Infants Primary School,Active,
d102,c102,s108,p106,,Kayunga,Ntenjeru,Kayunga,Nsotoka,,2023,Primary,Private,Hidden Treasure Primary School,Active,
d102,c102,s108,p106,,Kayunga,Ntenjeru,Kayunga,Nsotoka,,2023,Primary,Private,Hillary Primary School,Active,
d102,c101,s103,p157,,Kayunga,Bbaale,Kayonza,Namaliri,,2023,Primary,Private,Hillside Junior Academy,Active,
d102,c102,s112,p167,,Kayunga,Ntenjeru,Kangulumira Town Council,Kigayaza Ward,,2023,Primary,Private,His Grace Primary School Kigayaza,Active,
d102,c102,s106,p138,,Kayunga,Ntenjeru,Nazigo,Nazigo,,2023,Primary,Private,His Grace Primary School,Active,
d102,c102,s108,p105,,Kayunga,Ntenjeru,Kayunga,Buyobe,,2023,Primary,Private,His Grace Primary School Nfufu,Active,
d102,c101,s102,p114,,Kayunga,Bbaale,Bbaale,Nakitokolo,,2023,Primary,Private,Hollyland Junior School,Active,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2023,Primary,Private,Holyland Junior School,Active,
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Holly Trinity Junior School Kangulumira,Active,"0.7042995044211089, 32.910432871372116"
d102,c102,s105,p116,,Kayunga,Ntenjeru,Busaana,Nabuganyi,,2023,Primary,Private,Hope Infant Primary School Nabuganyi,Active,
d102,c102,s107,,,Kayunga,Ntenjeru,Kangulumira,,,2023,Primary,Private,Hope Kids Primary School Bukeeka,Active,
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Primary,Private,Hope Primary School,Active,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Primary,Private,Hope Primary School Magala,Active,
d102,c101,s103,p154,,Kayunga,Bbaale,Kayonza,Kitwe,,2023,Primary,Private,HK Nursery And Primary School,Active,
d102,c102,s107,p130,,Kayunga,Ntenjeru,Kangulumira,Kawomya,,2023,Primary,Private,Imam Hassan Primary School Maligita,Active,"0.6140685983792824, 33.122593760432586"
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,Bukolooto Ward,,2023,Primary,Private,Jesus Love Nursery Primary School,Active,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Primary,Private,Joy Of Christ Primary School,Active,"0.6491294649382684, 32.98513168134987"
d102,c102,s110,p162,,Kayunga,Ntenjeru,Busaana Town Council,Namirembe Ward,,2023,Primary,Private,Joy Primary School Busaana,Active,
d102,c102,s108,p101,,Kayunga,Ntenjeru,Kayunga,Bubajjwe,Kaazi B,2023,Primary,Private,Kaazi Quran Primary School,Active,"0.721840379516702, 32.938293311715434"
d102,c101,s103,p156,v315,Kayunga,Bbaale,Kayonza,Nakyesanja,Kakiika A,2023,Primary,Government,Kakiika Parents Primary School,Active,
d102,c102,s112,p168,v253,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,Kamuli,2023,Primary,Government,Kamuli COU Primary School,Active,
d102,c102,s112,p168,v253,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,Kamuli,2023,Primary,Government,Kamuli UMEA Primary School,Active,
d102,c101,s103,p152,v281,Kayunga,Bbaale,Kayonza,Kamusabi,Kamusabi,2023,Primary,Government,Kamusabi Primary School,Active,
d102,c102,s112,p166,v247,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kibira,2023,Primary,Government,Kangulumira CU Primary School,Active,"0.5827934006975025, 33.035378046215776"
d102,c102,s112,p166,v238,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kangulumira,2023,Primary,Government,Kangulumira Muslim Primary School,Active,
d102,c102,s112,p166,,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,,2023,Primary,Private,Kangulumira Parents Primary School,Active,
d102,c102,s112,p166,v242,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kiwugu,2023,Primary,Government,Kangulumira RC Primary School,Active,
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2023,Primary,Government,Kanjuki COU Primary School,Active,"0.7453134189249868, 32.88614657767616"
d102,c102,s108,p108,,Kayunga,Ntenjeru,Kayunga,Kiteredde,,2023,Primary,Private,Kanjuki Junior Primary School,Active,"0.7466752350996931, 32.89153060674765"
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2023,Primary,Government,Kanjuki RC Primary School,Active,
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2023,Primary,Government,Kanjuki UMEA Primary School,Active,"0.7449793256574752, 32.890409677983286"
d102,c101,s103,p153,v289,Kayunga,Bbaale,Kayonza,Kanywero,Katugo,2023,Primary,Government,Kanywero Public Primary School,Active,
d102,c102,s112,p166,v239,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kasambya,2023,Primary,Government,Kasambya Moslem Primary School,Active,
d102,c102,s110,p159,v166,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Kasana I,2023,Primary,Government,Kasana CU Primary School,Active,
d102,c102,s105,p115,v127,Kayunga,Ntenjeru,Busaana,Kasana,Kasana II,2023,Primary,Government,Kasana RC Primary School,Active,
d102,c101,s101,p125,v190,Kayunga,Bbaale,Galiraya,Kasokwe,Kasokwe A,2023,Primary,Government,Kasokwe CU Primary School,Active,"0.6435858715567773, 33.81278950626432"
d102,c102,s106,p135,v483,Kayunga,Ntenjeru,Nazigo,Katikanyonyi,Katikanyonyi,2023,Primary,Government,Katikanyonyi COU Primary School,Active,
d102,c102,s106,p135,,Kayunga,Ntenjeru,Nazigo,Katikanyonyi,,2023,Primary,Private,Katikanyonyi UMEA Primary School,Active,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Primary,Private,Katuba River Nile Primary School,Active,
d102,c102,s110,p162,,Kayunga,Ntenjeru,Busaana Town Council,Namirembe Ward,,2023,Primary,Private,Kawawa Primary School Busaana,Active,
d102,c101,s103,p157,v333,Kayunga,Bbaale,Kayonza,Namaliri,Kawolokota East,2023,Primary,Government,Kawolokota CU Primary School,Active,"0.8862707843319901, 32.90027908716962"
d102,c101,s103,p157,v323,Kayunga,Bbaale,Kayonza,Namaliri,Kawolokota West,2023,Primary,Government,Kawolokota RC Primary School,Active,
d102,c102,s108,,,Kayunga,Ntenjeru,Kayunga,,,2023,Primary,Private,Kawuku Nursery And Primary School Buwungiro,Closed,
d102,c102,s110,p161,v171,Kayunga,Ntenjeru,Busaana Town Council,Namukuma Ward,Kayonjo,2023,Primary,Government,Kayonjo UMEA Primary School,Active,
d102,c101,s103,p157,v324,Kayunga,Bbaale,Kayonza,Namaliri,Kayonza,2023,Primary,Government,Kayonza Primary School,Active,"-1.8915308231398065, 30.51308829937454"
d102,c102,s109,p148,v407,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi A,2023,Primary,Government,Kayunga Girls Primary School,Active,"0.7101727594197562, 32.907506413729514"
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Primary,Private,Kayunga Islamic Primary School,Active,
d102,c102,s109,p148,v407,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi A,2023,Primary,Government,Kayunga Mixed Primary School,Active,
d102,c102,s108,,,Kayunga,Ntenjeru,Kayunga,,,2023,Primary,Private,Kennedy Primary School,Closed,
d102,c102,s105,p121,v158,Kayunga,Ntenjeru,Busaana,Lusenke,Kibuzi,2023,Primary,Government,Kibuzi CU Primary School,Active,
d102,c102,s105,p121,v158,Kayunga,Ntenjeru,Busaana,Lusenke,Kibuzi,2023,Primary,Government,Kibuzi RC Primary School,Active,
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Primary,Private,Kids Care Nursery Primary School,Active,
d102,c102,s112,p167,v250,Kayunga,Ntenjeru,Kangulumira Town Council,Kigayaza Ward,Kigayaza,2023,Primary,Government,Kigayaza COU Primary School,Active,
d102,c102,s106,p133,v113,Kayunga,Ntenjeru,Nazigo,Kirindi,Gayaza,2023,Primary,Government,Kikonyogo Primary School,Active,
